Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFAPPL-02-IPHONE12=1-6C0BAABB7A68B6577F2B099D546FD072612A08719232188F39EADB5F2BEE37B7,IN,Apple iPhone 11,Apple iPhone 11,2401:4900:446d:fefa:8860:f4b6:4eca:2e65,Delhi,2021-12-10T09:48:12.409Z
NFANDROID1-PRV-P-L3-SAMSUSM-M115F-22589-07AAFCCF9A1EE688C7B84323B9BA7CD621794DE84DA881A2DF3EF3BD209D13359,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.249.234.59,Gujarat,2021-12-10T09:44:56.942Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.249.234.59,Gujarat,2021-12-10T08:34:30.555Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,223.190.84.105,Haryana,2021-12-10T08:24:41.824Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,223.190.84.105,Haryana,2021-12-10T08:18:23.775Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,223.190.93.179,Haryana,2021-12-10T08:00:33.727Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,223.190.93.179,Haryana,2021-12-10T03:56:02.422Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,223.190.93.139,Haryana,2021-12-09T14:07:14.359Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.249.234.59,Gujarat,2021-12-09T13:45:10.282Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,223.190.93.139,Haryana,2021-12-09T13:25:42.036Z
NFAPPL-02-IPHONE12=1-6C0BAABB7A68B6577F2B099D546FD072612A08719232188F39EADB5F2BEE37B7,IN,Apple iPhone 11,Apple iPhone 11,106.223.94.106,Uttar Pradesh,2021-12-09T11:36:53.838Z
NFAPPL-02-IPHONE12=1-6C0BAABB7A68B6577F2B099D546FD072612A08719232188F39EADB5F2BEE37B7,IN,Apple iPhone 11,Apple iPhone 11,106.223.93.106,Delhi,2021-12-09T11:22:36.866Z
NFANDROID1-PRV-P-L3-SAMSUSM-M115F-22589-07AAFCCF9A1EE688C7B84323B9BA7CD621794DE84DA881A2DF3EF3BD209D13359,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.240.204.208,Gujarat,2021-12-09T08:26:24.952Z
NFCDFF-02-HA2GGENUPV53DE583L208VM8ALATD7,IN,Firefox PC (Cadmium),Firefox PC (Cadmium),1.186.225.55,Maharashtra,2021-12-09T08:01:28.133Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:180d:21c3:1:1:5f04:b8dc,Maharashtra,2021-12-09T07:03:18.394Z
NFCDFF-02-HA2GGENUPV53DE583L208VM8ALATD7,IN,Firefox PC (Cadmium),Firefox PC (Cadmium),1.186.225.55,Maharashtra,2021-12-08T16:33:54.268Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.240.170.234,Gujarat,2021-12-08T14:45:26.528Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:180d:21c3:1:1:5f04:b8dc,Maharashtra,2021-12-08T05:13:32.270Z
NFAPPL-02-IPHONE14=2-4565BDFCC0E6AA3151E0209A980FA7A756F8999FE5F351E1053D0E810CD91581,IN,Apple iPhone 13 Pro,Apple iPhone 13 Pro,223.190.93.139,Haryana,2021-12-08T01:44:48.220Z
NFAPPL-02-IPHONE14=2-4565BDFCC0E6AA3151E0209A980FA7A756F8999FE5F351E1053D0E810CD91581,IN,Apple iPhone 13 Pro,Apple iPhone 13 Pro,223.190.93.139,Haryana,2021-12-07T17:10:13.156Z
NFCDFF-02-HA2GGENUPV53DE583L208VM8ALATD7,IN,Firefox PC (Cadmium),Firefox PC (Cadmium),1.186.225.114,Maharashtra,2021-12-07T16:11:35.252Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,223.190.93.139,Haryana,2021-12-07T12:34:51.454Z
NFCDIE-03-H77QT5Q081CQC3K716PTYKN91EY4WE,IN,Edge OSS - Windows (Cadmium),Edge OSS - Windows (Cadmium),223.190.93.139,Haryana,2021-12-07T09:18:08.800Z
NFAPPL-02-IPHONE12=1-6C0BAABB7A68B6577F2B099D546FD072612A08719232188F39EADB5F2BEE37B7,IN,Apple iPhone 11,Apple iPhone 11,223.190.93.139,Haryana,2021-12-07T07:20:20.332Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,223.190.93.139,Haryana,2021-12-07T03:55:55.326Z
NFAPPL-02-IPHONE10=1-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 8 (CDMA),Apple iPhone 8 (CDMA),223.190.92.7,Haryana,2021-12-06T16:51:45.528Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.240.170.234,Gujarat,2021-12-06T14:13:55.057Z
NFCDFF-02-HA2GGENUPV53DE583L208VM8ALATD7,IN,Firefox PC (Cadmium),Firefox PC (Cadmium),1.186.225.101,Maharashtra,2021-12-06T14:12:00.121Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,223.190.92.7,Haryana,2021-12-06T13:45:39.340Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,223.190.92.7,Haryana,2021-12-06T11:40:26.035Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:1af3:e9c3:1:1:3b7d:3f0c,Maharashtra,2021-12-03T16:23:27.432Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,1.186.228.156,Maharashtra,2021-12-02T20:32:38.791Z
NFCDIE-03-H77QT5Q081CQC3K716PTYKN91EY4WE,IN,Edge OSS - Windows (Cadmium),Edge OSS - Windows (Cadmium),223.190.92.7,Haryana,2021-12-02T15:47:11.299Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:1af3:e9c3:1:1:3b7d:3f0c,Maharashtra,2021-12-02T14:31:32.505Z
NFCDFF-02-HA2GGENUPV53DE583L208VM8ALATD7,IN,Firefox PC (Cadmium),Firefox PC (Cadmium),1.186.228.156,Maharashtra,2021-12-02T09:35:41.535Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,223.190.92.7,Haryana,2021-12-02T09:23:35.717Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,223.190.92.7,Haryana,2021-12-02T07:44:32.034Z
NFAPPL-02-IPHONE10=1-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 8 (CDMA),Apple iPhone 8 (CDMA),223.190.84.121,Haryana,2021-12-01T19:14:46.411Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,223.190.84.121,Haryana,2021-12-01T14:48:05.188Z
NFCDIE-03-H77QT5Q081CQC3K716PTYKN91EY4WE,IN,Edge OSS - Windows (Cadmium),Edge OSS - Windows (Cadmium),223.190.84.121,Haryana,2021-12-01T13:24:46.688Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,223.190.84.121,Haryana,2021-12-01T08:17:23.575Z
NFANDROID1-PRV-P-L3-SAMSUSM-M115F-22589-07AAFCCF9A1EE688C7B84323B9BA7CD621794DE84DA881A2DF3EF3BD209D13359,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.250.139.30,Gujarat,2021-11-30T03:40:55.015Z
NFCDFF-02-HA2GGENUPV53DE583L208VM8ALATD7,IN,Firefox PC (Cadmium),Firefox PC (Cadmium),1.186.228.156,Maharashtra,2021-11-29T15:51:45.876Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:1af3:e9c3:1:1:3b7d:3f0c,Maharashtra,2021-11-29T09:03:12.936Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:180e:551e:1:2:3b6c:7406,Maharashtra,2021-11-28T16:10:36.123Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:47f1:27b7:0:3:49c1:7c01,Haryana,2021-11-28T13:59:19.096Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,223.190.84.121,Haryana,2021-11-28T11:05:23.868Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,223.190.84.121,Haryana,2021-11-28T03:22:57.307Z
NFCDFF-02-HA2GGENUPV53DE583L208VM8ALATD7,IN,Firefox PC (Cadmium),Firefox PC (Cadmium),2401:4900:47f8:307:b084:3634:6118:10e2,Delhi,2021-11-27T18:12:16.628Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,122.161.87.192,Haryana,2021-11-27T10:26:33.210Z
NFCDFF-02-HA2GGENUPV53DE583L208VM8ALATD7,IN,Firefox PC (Cadmium),Firefox PC (Cadmium),2409:4050:2e33:a6ef:880f:4cf3:d74c:312b,Haryana,2021-11-27T09:09:58.385Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,122.161.87.192,Haryana,2021-11-27T02:03:18.056Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,223.190.83.174,Haryana,2021-11-26T14:35:48.039Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:195f:d411:1:0:69b0:6530,Gujarat,2021-11-25T17:00:02.018Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:16ae:784e:850c:541a:b1cb:485d,Gujarat,2021-11-25T16:57:30.232Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:1981:721f:1:2:fe8:49c6,Maharashtra,2021-11-25T15:22:06.606Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,223.190.83.174,Haryana,2021-11-25T09:26:47.604Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:1981:721f:1:2:fe8:49c6,Maharashtra,2021-11-25T08:43:19.265Z
NFCDFF-02-HA2GGENUPV53DE583L208VM8ALATD7,IN,Firefox PC (Cadmium),Firefox PC (Cadmium),2401:4900:172a:d2b5:d9dd:5be5:79a8:9ebe,Maharashtra,2021-11-25T07:17:42.821Z
NFCDFF-02-HA2GGENUPV53DE583L208VM8ALATD7,IN,Firefox PC (Cadmium),Firefox PC (Cadmium),2401:4900:1981:721f:3557:ac4b:7efb:9e3c,Maharashtra,2021-11-25T07:15:33.653Z
NFCDFF-02-HA2GGENUPV53DE583L208VM8ALATD7,IN,Firefox PC (Cadmium),Firefox PC (Cadmium),2401:4900:198a:33ef:75cd:8d5e:66f0:1ea9,Maharashtra,2021-11-25T05:36:09.173Z
NFCDFF-02-HA2GGENUPV53DE583L208VM8ALATD7,IN,Firefox PC (Cadmium),Firefox PC (Cadmium),106.193.136.145,Maharashtra,2021-11-24T15:17:06.924Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,106.193.136.145,Maharashtra,2021-11-24T09:41:32.675Z
NFCDIE-03-H77QT5Q081CQC3K716PTYKN91EY4WE,IN,Edge OSS - Windows (Cadmium),Edge OSS - Windows (Cadmium),223.190.83.174,Haryana,2021-11-24T08:01:42.027Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,223.190.83.174,Haryana,2021-11-24T04:07:25.721Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,223.190.83.174,Haryana,2021-11-24T02:21:19.780Z
NFCDFF-02-HA2GGENUPV53DE583L208VM8ALATD7,IN,Firefox PC (Cadmium),Firefox PC (Cadmium),106.193.136.145,Maharashtra,2021-11-23T20:47:20.407Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,223.190.89.10,Haryana,2021-11-23T17:27:45.260Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,223.190.89.10,Haryana,2021-11-23T07:58:06.954Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,106.193.136.145,Maharashtra,2021-11-23T05:46:44.823Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,106.213.159.119,Gujarat,2021-11-23T05:10:33.361Z
NFCDIE-03-H77QT5Q081CQC3K716PTYKN91EY4WE,IN,Edge OSS - Windows (Cadmium),Edge OSS - Windows (Cadmium),223.190.89.10,Haryana,2021-11-23T04:56:29.688Z
NFCDFF-02-HA2GGENUPV53DE583L208VM8ALATD7,IN,Firefox PC (Cadmium),Firefox PC (Cadmium),103.228.47.196,Gujarat,2021-11-22T17:01:54.212Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.228.47.196,Gujarat,2021-11-22T07:43:53.281Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:1985:f3a6:1:2:da2d:fa6b,Gujarat,2021-11-22T07:18:01.248Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.228.47.196,Gujarat,2021-11-22T07:13:34.655Z
NFAPPL-02-IPHONE10=1-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 8 (CDMA),Apple iPhone 8 (CDMA),223.190.89.10,Haryana,2021-11-21T18:15:48.473Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:1985:f3a6:1:2:da2d:fa6b,Gujarat,2021-11-21T11:06:30.811Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.228.47.196,Gujarat,2021-11-21T05:50:04.388Z
NFAPPL-02-IPHONE10=1-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 8 (CDMA),Apple iPhone 8 (CDMA),223.190.89.10,Haryana,2021-11-21T04:40:15.442Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.240.204.110,Gujarat,2021-11-20T15:40:29.542Z
NFAPPL-02-IPHONE14=2-4565BDFCC0E6AA3151E0209A980FA7A756F8999FE5F351E1053D0E810CD91581,IN,Apple iPhone 13 Pro,Apple iPhone 13 Pro,223.190.89.10,Haryana,2021-11-19T18:52:47.162Z
NFCDFF-02-HA2GGENUPV53DE583L208VM8ALATD7,IN,Firefox PC (Cadmium),Firefox PC (Cadmium),103.228.47.196,Gujarat,2021-11-19T15:41:06.004Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,106.209.240.116,Maharashtra,2021-11-19T11:49:49.412Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:1985:f3a6:1:2:da2d:fa6b,Gujarat,2021-11-19T06:07:28.078Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,106.209.240.116,Maharashtra,2021-11-19T05:46:09.324Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:1985:f3a6:1:2:da2d:fa6b,Gujarat,2021-11-19T05:24:05.638Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.240.204.110,Gujarat,2021-11-18T15:41:09.102Z
NFCDIE-03-H77QT5Q081CQC3K716PTYKN91EY4WE,IN,Edge OSS - Windows (Cadmium),Edge OSS - Windows (Cadmium),223.190.89.10,Haryana,2021-11-18T14:28:52.380Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,223.190.89.10,Haryana,2021-11-18T08:41:10.859Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,223.190.89.10,Haryana,2021-11-18T08:08:34.529Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,122.161.95.136,Haryana,2021-11-17T15:01:22.621Z
NFCDFF-02-HA2GGENUPV53DE583L208VM8ALATD7,IN,Firefox PC (Cadmium),Firefox PC (Cadmium),2401:4900:1985:f3a6:ac3a:1e2b:30ef:ba20,Gujarat,2021-11-17T14:47:50.546Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,122.161.95.136,Haryana,2021-11-17T11:47:36.655Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:1985:f3a6:1:2:da2d:fa6b,Gujarat,2021-11-17T09:01:49.357Z
NFCDFF-02-HA2GGENUPV53DE583L208VM8ALATD7,IN,Firefox PC (Cadmium),Firefox PC (Cadmium),1.186.227.95,Maharashtra,2021-11-16T17:31:38.997Z
NFCDIE-03-H77QT5Q081CQC3K716PTYKN91EY4WE,IN,Edge OSS - Windows (Cadmium),Edge OSS - Windows (Cadmium),122.161.95.136,Haryana,2021-11-16T16:48:36.323Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-22589-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,1.186.227.95,Maharashtra,2021-11-16T06:50:48.074Z
NFCDIE-03-H77QT5Q081CQC3K716PTYKN91EY4WE,IN,Edge OSS - Windows (Cadmium),Edge OSS - Windows (Cadmium),122.161.95.136,Haryana,2021-11-15T05:31:26.161Z
NFCDFF-02-HA2GGENUPV53DE583L208VM8ALATD7,IN,Firefox PC (Cadmium),Firefox PC (Cadmium),1.186.227.95,Maharashtra,2021-11-14T14:59:44.749Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,122.161.95.136,Haryana,2021-11-14T08:32:40.686Z
NFCDFF-02-HA2GGENUPV53DE583L208VM8ALATD7,IN,Firefox PC (Cadmium),Firefox PC (Cadmium),1.186.227.52,Maharashtra,2021-11-14T06:39:55.576Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,122.161.95.136,Haryana,2021-11-14T02:20:54.037Z
